artist,title,artist_list,total_weeks,peak_rank,debut_rank,end_rank,peak_week,decay_rate,post_peak_length
Ellie Goulding,On My Mind,['Ellie Goulding'],10,14.0,14.0,48.0,0,-3.7777777777777777,9
Ellie Goulding,Something In The Way You Move,['Ellie Goulding'],10,43.0,81.0,96.0,4,-10.6,5
Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,"['Ellie Goulding', 'Diplo', 'Swae Lee']",25,24.0,98.0,43.0,20,-4.75,4
Elton John & Britney Spears,Hold Me Closer,"['Elton John', 'Britney Spears']",20,6.0,6.0,54.0,0,-2.526315789473684,19
Em Beihold,Numb Little Bug,['Em Beihold'],32,18.0,91.0,47.0,22,-3.2222222222222223,9
Eminem,Brand New Dance,['Eminem'],2,25.0,25.0,90.0,0,-65.0,1
Eminem,Darkness,['Eminem'],2,28.0,28.0,91.0,0,-63.0,1
Eminem,Fall,['Eminem'],4,12.0,12.0,73.0,0,-20.333333333333332,3
Eminem,Greatest,['Eminem'],2,23.0,23.0,84.0,0,-61.0,1
Eminem,Houdini,['Eminem'],20,2.0,2.0,79.0,0,-4.052631578947368,19
Eminem,Kamikaze,['Eminem'],3,16.0,16.0,99.0,0,-41.5,2
Eminem,Killshot,['Eminem'],8,3.0,3.0,98.0,0,-13.571428571428571,7
Eminem,Renaissance,['Eminem'],2,20.0,20.0,82.0,0,-62.0,1
Eminem,The Ringer,['Eminem'],4,8.0,8.0,95.0,0,-29.0,3
Eminem & Jelly Roll,Somebody Save Me,"['Eminem', 'Jelly Roll']",3,27.0,27.0,87.0,0,-30.0,2
Eminem & White Gold,Habits,"['Eminem', 'White Gold']",2,19.0,19.0,76.0,0,-57.0,1
Eminem Featuring Ed Sheeran,River,"['Eminem', 'Ed Sheeran']",12,32.0,43.0,85.0,2,-5.888888888888889,9
Eminem Featuring Ed Sheeran,Those Kinda Nights,"['Eminem', 'Ed Sheeran']",2,31.0,31.0,86.0,0,-55.0,1
Eminem Featuring Juice WRLD,Godzilla,"['Eminem', 'Juice WRLD']",20,3.0,3.0,80.0,0,-4.052631578947368,19
Eminem Featuring Royce Da 5'9,Not Alike,"['Eminem', ""Royce Da 5'9""]",3,24.0,24.0,94.0,0,-35.0,2
"Eminem Featuring Royce da 5'9"" & White Gold",You Gon' Learn,"['Eminem', 'Royce da 5\'9""', 'White Gold']",2,52.0,52.0,99.0,0,-47.0,1
Eminem Featuring Young M.A,Unaccommodating,"['Eminem', 'Young M.A']",2,36.0,36.0,97.0,0,-61.0,1
"Eminem, Big Sean & BabyTron",Tobey,"['Eminem', 'Big Sean', 'BabyTron']",5,24.0,95.0,84.0,2,-30.0,2
Enrique Iglesias Feat. Wisin or Tinashe & Javada,Duele El Corazon,"['Enrique Iglesias', 'Wisin', 'Tinashe', 'Javada']",8,82.0,86.0,98.0,2,-3.2,5
Eric Church,Heart On Fire,['Eric Church'],22,56.0,89.0,61.0,11,-0.5,10
Eric Church,Mr. Misunderstood,['Eric Church'],5,84.0,92.0,85.0,1,-0.3333333333333333,3
Eric Church,Round Here Buzz,['Eric Church'],18,56.0,97.0,89.0,15,-16.5,2
Eric Church,Some Of It,['Eric Church'],13,43.0,76.0,91.0,7,-9.6,5
Erica Banks,Buss It,['Erica Banks'],13,47.0,100.0,99.0,5,-7.428571428571429,7
Eslabon Armado X Peso Pluma,Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']",23,4.0,26.0,36.0,5,-1.8823529411764706,17
Fall Out Boy,Irresistible,['Fall Out Boy'],10,48.0,79.0,94.0,3,-7.666666666666667,6
Famous Dex,Japan,['Famous Dex'],15,28.0,70.0,96.0,3,-6.181818181818182,11
Famous Dex Featuring A$AP Rocky,Pick It Up,"['Famous Dex', 'A$AP Rocky']",19,54.0,97.0,71.0,14,-4.25,4
"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All The Way Up,"['Fat Joe', 'Remy Ma', 'Jay Z', 'French Montana', 'Infared']",20,27.0,91.0,68.0,9,-4.1,10
Fergie,M.I.L.F. $,['Fergie'],3,34.0,34.0,86.0,0,-26.0,2
Fetty Wap,Jimmy Choo,['Fetty Wap'],11,65.0,69.0,98.0,1,-3.6666666666666665,9
Fetty Wap,RGF Island,['Fetty Wap'],4,74.0,86.0,95.0,1,-10.5,2
Fetty Wap,Trap Queen,['Fetty Wap'],5,27.0,31.0,39.0,2,-6.0,2
Fetty Wap Featuring Remy Boyz,679,"['Fetty Wap', 'Remy Boyz']",16,11.0,11.0,40.0,0,-1.9333333333333333,15
Fifth Harmony,That's My Girl,['Fifth Harmony'],3,73.0,73.0,84.0,0,-5.5,2
Fifth Harmony Featuring Fetty Wap,All In My Head (Flex),"['Fifth Harmony', 'Fetty Wap']",18,24.0,78.0,89.0,6,-5.909090909090909,11
Fifth Harmony Featuring Ty Dolla $ign,Work From Home,"['Fifth Harmony', 'Ty Dolla $ign']",34,4.0,12.0,49.0,12,-2.142857142857143,21
Fifty Fifty,Cupid,['Fifty Fifty'],25,17.0,100.0,45.0,7,-1.6470588235294117,17
Finesse2Tymes,Back End,['Finesse2Tymes'],5,86.0,98.0,100.0,2,-7.0,2
Fireboy DML & Ed Sheeran,Peru,"['Fireboy DML', 'Ed Sheeran']",15,53.0,79.0,86.0,8,-5.5,6
Fitz And The Tantrums,HandClap,['Fitz And The Tantrums'],20,53.0,89.0,54.0,17,-0.5,2
Fleetwood Mac,Dreams,['Fleetwood Mac'],4,12.0,21.0,33.0,1,-10.5,2
Fletcher,Undrunk,['Fletcher'],6,61.0,85.0,83.0,2,-7.333333333333333,3
Flipp Dinero,Leave Me Alone,['Flipp Dinero'],25,20.0,96.0,45.0,19,-5.0,5
Flo Milli,Never Lose Me,['Flo Milli'],21,15.0,84.0,44.0,13,-4.142857142857143,7
Flo Rida,My House,['Flo Rida'],34,4.0,51.0,44.0,11,-1.8181818181818181,22
Flo Rida & 99 Percent,Cake,"['Flo Rida', '99 Percent']",6,73.0,89.0,96.0,1,-5.75,4
Florida Georgia Line,Confession,['Florida Georgia Line'],20,53.0,99.0,97.0,14,-8.8,5
Florida Georgia Line,H.O.L.Y.,['Florida Georgia Line'],22,14.0,20.0,50.0,8,-2.769230769230769,13
Florida Georgia Line,Long Live,['Florida Georgia Line'],17,45.0,79.0,93.0,12,-12.0,4
Florida Georgia Line,Simple,['Florida Georgia Line'],20,32.0,55.0,60.0,12,-4.0,7
Florida Georgia Line,Smooth,['Florida Georgia Line'],7,89.0,98.0,92.0,4,-1.5,2
Florida Georgia Line,Talk You Out Of It,['Florida Georgia Line'],26,57.0,80.0,58.0,24,-1.0,1
Florida Georgia Line Featuring Tim McGraw,May We All,"['Florida Georgia Line', 'Tim McGraw']",20,30.0,56.0,52.0,10,-2.4444444444444446,9
FloyyMenor X Cris Mj,Gata Only,"['FloyyMenor', 'Cris Mj']",26,27.0,98.0,64.0,4,-1.7619047619047619,21
Flume Featuring Kai,Never Be Like You,"['Flume', 'Kai']",26,20.0,98.0,48.0,19,-4.666666666666667,6
Forrest Frank,Your Way's Better,['Forrest Frank'],22,61.0,72.0,64.0,2,-0.15789473684210525,19
Foster the People,Sit Next To Me,['Foster the People'],20,42.0,86.0,48.0,16,-2.0,3
French Montana Featuring Drake,No Shopping,"['French Montana', 'Drake']",11,36.0,89.0,100.0,2,-8.0,8
French Montana Featuring Drake,No Stylist,"['French Montana', 'Drake']",20,47.0,47.0,92.0,0,-2.3684210526315788,19
"French Montana Featuring Post Malone, Cardi B & Rvssian",Writing On The Wall,"['French Montana', 'Post Malone', 'Cardi B', 'Rvssian']",3,56.0,56.0,90.0,0,-17.0,2
French Montana Featuring Swae Lee,Unforgettable,"['French Montana', 'Swae Lee']",41,3.0,74.0,50.0,16,-1.9583333333333333,24
Frenship & Emily Warren,Capsize,"['Frenship', 'Emily Warren']",10,78.0,94.0,97.0,3,-3.1666666666666665,6
Fuerza Regida,TQM,['Fuerza Regida'],17,34.0,35.0,99.0,2,-4.642857142857143,14
Fuerza Regida & Marshmello,Harley Quinn,"['Fuerza Regida', 'Marshmello']",20,40.0,44.0,82.0,1,-2.3333333333333335,18
Fuerza Regida & Peso Pluma,Igualito A Mi Apa,"['Fuerza Regida', 'Peso Pluma']",6,80.0,90.0,95.0,1,-3.75,4
Fuerza Regida X Grupo Frontera,Bebe Dame,"['Fuerza Regida', 'Grupo Frontera']",20,25.0,91.0,57.0,3,-2.0,16
Fuerza Regida X Natanael Cano,Ch y La Pizza,"['Fuerza Regida', 'Natanael Cano']",9,68.0,97.0,86.0,4,-4.5,4
Future,31 Days,['Future'],2,65.0,65.0,99.0,0,-34.0,1
Future,712PM,['Future'],3,8.0,8.0,93.0,0,-42.5,2
Future,Crushed Up,['Future'],5,43.0,46.0,97.0,2,-27.0,2
Future,Draco,['Future'],8,46.0,46.0,83.0,0,-5.285714285714286,7
Future,I'm Dat N***a,['Future'],2,10.0,10.0,79.0,0,-69.0,1
Future,Lil Demon,['Future'],5,25.0,25.0,94.0,0,-17.25,4
Future,Mask Off,['Future'],31,5.0,49.0,48.0,8,-1.9545454545454546,22
Future,Massaging Me,['Future'],2,20.0,20.0,87.0,0,-67.0,1
Future,Plutoski,['Future'],3,29.0,29.0,79.0,0,-25.0,2
Future,Puffin On Zootiez,['Future'],19,4.0,4.0,92.0,0,-4.888888888888889,18
Future,Ski,['Future'],3,26.0,26.0,94.0,0,-34.0,2
Future,Teflon Don,['Future'],3,21.0,21.0,82.0,0,-30.5,2
Future,Too Fast,['Future'],3,23.0,23.0,74.0,0,-25.5,2
Future,Wicked,['Future'],20,41.0,73.0,86.0,9,-4.5,10
Future,Worst Day,['Future'],3,34.0,34.0,84.0,0,-25.0,2
Future & Juice WRLD,Fine China,"['Future', 'Juice WRLD']",13,26.0,26.0,83.0,0,-4.75,12
Future & Metro Boomin,Claustrophobic,"['Future', 'Metro Boomin']",2,24.0,24.0,92.0,0,-68.0,1
Future & Metro Boomin,Fried (She A Vibe),"['Future', 'Metro Boomin']",2,33.0,33.0,91.0,0,-58.0,1
Future & Metro Boomin,Ice Attack,"['Future', 'Metro Boomin']",2,13.0,13.0,72.0,0,-59.0,1
Future & Metro Boomin,Magic Don Juan (Princess Diana),"['Future', 'Metro Boomin']",2,27.0,27.0,93.0,0,-66.0,1
Future & Metro Boomin,Slimed In,"['Future', 'Metro Boomin']",2,20.0,20.0,78.0,0,-58.0,1
Future & Metro Boomin,We Don't Trust You,"['Future', 'Metro Boomin']",4,8.0,8.0,86.0,0,-26.0,3
Future & Young Thug Featuring Offset,Patek Water,"['Future', 'Young Thug', 'Offset']",4,50.0,50.0,100.0,0,-16.666666666666668,3
Future Featuring Drake,I'm On One,"['Future', 'Drake']",5,11.0,11.0,93.0,0,-20.5,4
Future Featuring Drake,Life Is Good,"['Future', 'Drake']",38,2.0,2.0,41.0,0,-1.054054054054054,37
Future Featuring Drake,Used To This,"['Future', 'Drake']",18,14.0,14.0,91.0,0,-4.529411764705882,17
Future Featuring Drake,Where Ya At,"['Future', 'Drake']",4,35.0,35.0,47.0,0,-4.0,3
Future Featuring Nicki Minaj,You Da Baddest,"['Future', 'Nicki Minaj']",2,38.0,38.0,87.0,0,-49.0,1
Future Featuring Rihanna,Selfish,"['Future', 'Rihanna']",10,37.0,37.0,95.0,0,-6.444444444444445,9
Future Featuring The Weeknd,Comin Out Strong,"['Future', 'The Weeknd']",3,48.0,48.0,96.0,0,-24.0,2
Future Featuring The Weeknd,Low Life,"['Future', 'The Weeknd']",35,18.0,52.0,49.0,10,-1.2916666666666667,24
Future Featuring Travis Scott,First Off,"['Future', 'Travis Scott']",3,47.0,47.0,80.0,0,-16.5,2
Future Featuring Travis Scott,Solitaires,"['Future', 'Travis Scott']",3,32.0,32.0,100.0,0,-34.0,2
Future Featuring YoungBoy Never Broke Again,Trillionaire,"['Future', 'YoungBoy Never Broke Again']",4,34.0,34.0,99.0,0,-21.666666666666668,3
"Future, Drake & Young Thug",D4L,"['Future', 'Drake', 'Young Thug']",2,19.0,19.0,77.0,0,-58.0,1
"Future, Metro Boomin & Rick Ross",Everyday Hustle,"['Future', 'Metro Boomin', 'Rick Ross']",2,38.0,38.0,96.0,0,-58.0,1
"Future, Metro Boomin & The Weeknd",We Still Don't Trust You,"['Future', 'Metro Boomin', 'The Weeknd']",2,22.0,22.0,88.0,0,-66.0,1
"Future, Metro Boomin & The Weeknd",Young Metro,"['Future', 'Metro Boomin', 'The Weeknd']",4,9.0,9.0,72.0,0,-21.0,3
"Future, Metro Boomin & Travis Scott",Cinderella,"['Future', 'Metro Boomin', 'Travis Scott']",8,6.0,6.0,99.0,0,-13.285714285714286,7
"Future, Metro Boomin, Travis Scott & Playboi Carti",Type Shit,"['Future', 'Metro Boomin', 'Travis Scott', 'Playboi Carti']",20,2.0,2.0,66.0,0,-3.3684210526315788,19
G-Eazy & Halsey,Him & I,"['G-Eazy', 'Halsey']",19,14.0,21.0,47.0,9,-3.6666666666666665,9
G-Eazy & Kehlani,Good Life,"['G-Eazy', 'Kehlani']",5,59.0,76.0,90.0,1,-10.333333333333334,3
G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,"['G-Eazy', 'A$AP Rocky', 'Cardi B']",28,4.0,85.0,41.0,14,-2.8461538461538463,13
G-Eazy Featuring Yo Gotti & YBN Nahmir,1942,"['G-Eazy', 'Yo Gotti', 'YBN Nahmir']",8,70.0,90.0,96.0,3,-6.5,4
G-Eazy x Bebe Rexha,"Me, Myself & I","['G-Eazy', 'Bebe Rexha']",31,7.0,40.0,49.0,10,-2.1,20
GAYLE,abcdefu,['GAYLE'],25,3.0,51.0,41.0,13,-3.4545454545454546,11
GELO,Tweaker,['GELO'],13,29.0,29.0,92.0,0,-5.25,12
Gabby Barrett,The Good Ones,['Gabby Barrett'],23,19.0,100.0,40.0,15,-3.0,7
Gabby Barrett Featuring Charlie Puth,I Hope,"['Gabby Barrett', 'Charlie Puth']",62,3.0,74.0,24.0,45,-1.3125,16
"Gabito Ballesteros, Peso Pluma & Natanael Cano",AMG,"['Gabito Ballesteros', 'Peso Pluma', 'Natanael Cano']",20,37.0,92.0,70.0,14,-6.6,5
Gavin Adcock,Last One To Know,['Gavin Adcock'],18,54.0,77.0,90.0,8,-4.0,9
George Birge,Mind On You,['George Birge'],4,62.0,88.0,73.0,2,-11.0,1
Gesaffelstein & The Weeknd,Lost In The Fire,"['Gesaffelstein', 'The Weeknd']",6,27.0,27.0,61.0,0,-6.8,5
Ghost Town DJ's,My Boo,"[""Ghost Town DJ's""]",5,27.0,29.0,47.0,1,-6.666666666666667,3
Gigi Perez,Sailor Song,['Gigi Perez'],39,22.0,98.0,47.0,12,-0.9615384615384616,26
Giveon,Heartbreak Anniversary,['Giveon'],29,16.0,74.0,34.0,18,-1.8,10
GloRilla,Hollon,['GloRilla'],7,48.0,86.0,96.0,3,-16.0,3
GloRilla,TGIF,['GloRilla'],22,22.0,47.0,42.0,16,-4.0,5
GloRilla,Yeah Glo!,['GloRilla'],25,28.0,89.0,43.0,13,-1.3636363636363635,11
GloRilla & Cardi B,Tomorrow 2,"['GloRilla', 'Cardi B']",22,9.0,9.0,46.0,0,-1.7619047619047619,21
GloRilla & Megan Thee Stallion,Wanna Be,"['GloRilla', 'Megan Thee Stallion']",24,11.0,11.0,43.0,0,-1.391304347826087,23
GloRilla & Sexyy Red,Whatchu Kno About Me,"['GloRilla', 'Sexyy Red']",22,17.0,31.0,47.0,5,-1.875,16
GloRilla & T-Pain,I Luv Her,"['GloRilla', 'T-Pain']",7,70.0,92.0,80.0,1,-2.0,5
Gnash Featuring Olivia O'Brien,I Hate U I Love U,"['Gnash', ""Olivia O'Brien""]",39,10.0,93.0,41.0,24,-2.2142857142857144,14
GoldLink Featuring Brent Faiyaz & Shy Glizzy,Crew,"['GoldLink', 'Brent Faiyaz', 'Shy Glizzy']",21,45.0,94.0,50.0,13,-0.7142857142857143,7
Gracie Abrams,That's So True,['Gracie Abrams'],38,6.0,44.0,42.0,3,-1.0588235294117647,34
Gracie Abrams Featuring Taylor Swift,Us.,"['Gracie Abrams', 'Taylor Swift']",2,36.0,36.0,74.0,0,-38.0,1
Granger Smith,Backroad Song,['Granger Smith'],15,49.0,91.0,94.0,8,-7.5,6
Grupo Frontera X Bad Bunny,Un x100to,"['Grupo Frontera', 'Bad Bunny']",20,5.0,15.0,57.0,1,-2.888888888888889,18
Grupo Marca Registrada X Grupo Frontera,Di Que Si,"['Grupo Marca Registrada', 'Grupo Frontera']",3,89.0,99.0,93.0,1,-4.0,1
Gucci Mane Featuring Drake,Both,"['Gucci Mane', 'Drake']",22,41.0,41.0,44.0,0,-0.14285714285714285,21
Gucci Mane Featuring Lil Durk,Rumors,"['Gucci Mane', 'Lil Durk']",14,51.0,51.0,97.0,0,-3.5384615384615383,13
Gucci Mane Featuring Migos,I Get The Bag,"['Gucci Mane', 'Migos']",26,11.0,34.0,49.0,8,-2.235294117647059,17
Gucci Mane Featuring Offset,Met Gala,"['Gucci Mane', 'Offset']",2,88.0,88.0,92.0,0,-4.0,1
Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,"['Gucci Mane', 'Bruno Mars', 'Kodak Black']",26,11.0,30.0,48.0,12,-2.8461538461538463,13
Gunna,Alotta Cake,['Gunna'],2,46.0,46.0,89.0,0,-43.0,1
Gunna,Back To The Moon,['Gunna'],2,29.0,29.0,64.0,0,-35.0,1
Gunna,Banking On Me,['Gunna'],10,61.0,61.0,93.0,0,-3.5555555555555554,9
Gunna,Bread & Butter,['Gunna'],4,48.0,48.0,88.0,0,-13.333333333333334,3
Gunna,Him All Along,['Gunna'],5,58.0,58.0,85.0,0,-6.75,4
Gunna,Just Say Dat,['Gunna'],2,46.0,46.0,89.0,0,-43.0,1
Gunna,Livin Wild,['Gunna'],2,61.0,61.0,99.0,0,-38.0,1
Gunna,One Of Wun,['Gunna'],20,26.0,26.0,67.0,0,-2.1578947368421053,19
Gunna,Poochie Gown,['Gunna'],2,42.0,42.0,78.0,0,-36.0,1
Gunna,Rodeo Dr,['Gunna'],2,42.0,42.0,83.0,0,-41.0,1
Gunna & 21 Savage,Thought I Was Playing,"['Gunna', '21 Savage']",3,23.0,23.0,88.0,0,-32.5,2
Gunna & Future Featuring Young Thug,Pushin P,"['Gunna', 'Future', 'Young Thug']",20,7.0,7.0,85.0,0,-4.105263157894737,19
Gunna Featuring Burna Boy,wgft,"['Gunna', 'Burna Boy']",19,40.0,94.0,57.0,13,-3.4,5
Gunna Featuring Drake,P Power,"['Gunna', 'Drake']",14,24.0,24.0,96.0,0,-5.538461538461538,13
Gunna Featuring G Herbo,IDK That Bitch,"['Gunna', 'G Herbo']",2,59.0,59.0,95.0,0,-36.0,1
Gunna Featuring Kodak Black,How You Did That,"['Gunna', 'Kodak Black']",2,47.0,47.0,72.0,0,-25.0,1
Gunna Featuring Lil Baby,25k Jacket,"['Gunna', 'Lil Baby']",3,28.0,28.0,92.0,0,-32.0,2
Gunna Featuring Roddy Ricch,Cooler Than A Bitch,"['Gunna', 'Roddy Ricch']",3,41.0,41.0,89.0,0,-24.0,2
Gunna Featuring Wizkid,Forever Be Mine,"['Gunna', 'Wizkid']",2,68.0,68.0,96.0,0,-28.0,1
Gunna Featuring Young Thug,Mop,"['Gunna', 'Young Thug']",2,45.0,45.0,86.0,0,-41.0,1
Gwen Stefani,Used To Love You,['Gwen Stefani'],5,61.0,67.0,80.0,3,-19.0,1
H.E.R. Featuring YG,Slide,"['H.E.R.', 'YG']",20,43.0,85.0,75.0,16,-10.666666666666666,3
"HUNTR/X: EJAE, Audrey Nuna & REI AMI",Golden,"['HUNTR/X', 'EJAE', 'Audrey Nuna', 'REI AMI']",26,1.0,81.0,11.0,6,-0.5263157894736842,19
"HUNTR/X: EJAE, Audrey Nuna & REI AMI",How It's Done,"['HUNTR/X', 'EJAE', 'Audrey Nuna', 'REI AMI']",22,8.0,42.0,52.0,10,-4.0,11
"HUNTR/X: EJAE, Audrey Nuna & REI AMI",Takedown,"['HUNTR/X', 'EJAE', 'Audrey Nuna', 'REI AMI']",20,21.0,64.0,43.0,8,-2.0,11
"HUNTR/X: EJAE, Audrey Nuna & REI AMI",What It Sounds Like,"['HUNTR/X', 'EJAE', 'Audrey Nuna', 'REI AMI']",21,15.0,55.0,42.0,10,-2.7,10
Hailee Steinfeld,Most Girls,['Hailee Steinfeld'],16,58.0,77.0,88.0,8,-4.285714285714286,7
Hailee Steinfeld & Grey Featuring Zedd,Starving,"['Hailee Steinfeld', 'Grey', 'Zedd']",29,12.0,96.0,40.0,17,-2.5454545454545454,11
Halsey,Bad At Love,['Halsey'],32,5.0,81.0,50.0,18,-3.4615384615384617,13
Halsey,Graveyard,['Halsey'],20,34.0,45.0,64.0,10,-3.3333333333333335,9
Halsey,New Americana,['Halsey'],6,60.0,80.0,87.0,2,-9.0,3
Halsey,Nightmare,['Halsey'],11,15.0,15.0,100.0,0,-8.5,10
Halsey,Now Or Never,['Halsey'],20,17.0,50.0,40.0,13,-3.8333333333333335,6
Halsey,So Good,['Halsey'],16,51.0,55.0,76.0,13,-12.5,2
Halsey,Without Me,['Halsey'],52,1.0,18.0,33.0,12,-0.8205128205128205,39
Halsey,You Should Be Sad,['Halsey'],18,26.0,29.0,97.0,1,-4.4375,16
Hanumankind X Kalmi,Big Dawgs,"['Hanumankind', 'Kalmi']",13,23.0,57.0,83.0,2,-6.0,10
Harry Styles,Adore You,['Harry Styles'],50,6.0,35.0,49.0,16,-1.303030303030303,33
Harry Styles,As It Was,['Harry Styles'],61,1.0,1.0,24.0,0,-0.38333333333333336,60
Harry Styles,Boyfriends,['Harry Styles'],2,30.0,30.0,88.0,0,-58.0,1
Harry Styles,Cinema,['Harry Styles'],2,22.0,22.0,75.0,0,-53.0,1
Harry Styles,Daydreaming,['Harry Styles'],2,24.0,24.0,77.0,0,-53.0,1
Harry Styles,Daylight,['Harry Styles'],4,13.0,13.0,88.0,0,-25.0,3
Harry Styles,Grapejuice,['Harry Styles'],3,15.0,15.0,91.0,0,-38.0,2
Harry Styles,Keep Driving,['Harry Styles'],2,25.0,25.0,76.0,0,-51.0,1
Harry Styles,Late Night Talking,['Harry Styles'],24,3.0,4.0,34.0,15,-3.875,8
Harry Styles,Little Freak,['Harry Styles'],3,14.0,14.0,90.0,0,-38.0,2
Harry Styles,Love Of My Life,['Harry Styles'],2,29.0,29.0,81.0,0,-52.0,1
Harry Styles,Matilda,['Harry Styles'],4,9.0,9.0,86.0,0,-25.666666666666668,3
Harry Styles,Satellite,['Harry Styles'],3,21.0,21.0,94.0,0,-36.5,2
Harry Styles,Sign Of The Times,['Harry Styles'],13,4.0,4.0,73.0,0,-5.75,12
Hey Violet,Guys My Age,['Hey Violet'],5,68.0,84.0,83.0,3,-15.0,1
High Valley,She's With Me,['High Valley'],8,79.0,96.0,95.0,5,-8.0,2
Hitkidd & GloRilla,F.N.F. (Let's Go),"['Hitkidd', 'GloRilla']",20,42.0,91.0,51.0,15,-2.25,4
Hotel Ugly,Shut Up My Moms Calling,['Hotel Ugly'],8,68.0,96.0,98.0,2,-6.0,5
Hozier,Eat Your Young,['Hozier'],2,67.0,67.0,96.0,0,-29.0,1
Hudson Westbrook,House Again,['Hudson Westbrook'],35,47.0,98.0,66.0,25,-2.111111111111111,9
"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,"['Hugh Jackman', 'Keala Settle', 'Zac Efron', 'Zendaya', 'The Greatest Showman Ensemble']",4,88.0,95.0,95.0,1,-3.5,2
Ice Spice,In Ha Mood,['Ice Spice'],16,58.0,85.0,99.0,5,-4.1,10
Ice Spice,Think U The Shit (Fart),['Ice Spice'],6,37.0,37.0,93.0,0,-11.2,5
Ice Spice & Central Cee,Did It First,"['Ice Spice', 'Central Cee']",5,51.0,62.0,94.0,2,-21.5,2
Ice Spice & Nicki Minaj,Princess Diana,"['Ice Spice', 'Nicki Minaj']",20,4.0,4.0,69.0,0,-3.4210526315789473,19
Idina Menzel & Evan Rachel Wood,Show Yourself,"['Idina Menzel', 'Evan Rachel Wood']",3,70.0,99.0,93.0,1,-23.0,1
Iggy Azalea,Team,['Iggy Azalea'],8,42.0,42.0,99.0,0,-8.142857142857142,7
Imagine Dragons,Believer,['Imagine Dragons'],51,4.0,43.0,29.0,26,-1.0416666666666667,24
Imagine Dragons,Natural,['Imagine Dragons'],27,13.0,37.0,50.0,11,-2.466666666666667,15
Imagine Dragons,Thunder,['Imagine Dragons'],51,4.0,70.0,45.0,28,-1.8636363636363635,22
Imagine Dragons X JID,Enemy,"['Imagine Dragons', 'JID']",36,5.0,85.0,38.0,18,-1.9411764705882353,17
Ingrid Andress,More Hearts Than Mine,['Ingrid Andress'],20,30.0,88.0,73.0,16,-14.333333333333334,3
Ingrid Andress With Sam Hunt,Wishful Drinking,"['Ingrid Andress', 'Sam Hunt']",20,47.0,71.0,88.0,14,-8.2,5
Internet Money & Gunna Featuring Don Toliver & Nav,Lemonade,"['Internet Money', 'Gunna', 'Don Toliver', 'Nav']",29,6.0,66.0,38.0,12,-2.0,16
Ivan Cornejo,Esta Danada,['Ivan Cornejo'],5,61.0,96.0,83.0,1,-7.333333333333333,3
J Balvin & Willy William Featuring Beyonce,Mi Gente,"['J Balvin', 'Willy William', 'Beyonce']",29,3.0,70.0,44.0,13,-2.7333333333333334,15
"J Balvin, Dua Lipa, Bad Bunny & Tainy",Un Dia (One Day),"['J Balvin', 'Dua Lipa', 'Bad Bunny', 'Tainy']",14,63.0,63.0,94.0,0,-2.3846153846153846,13
J-Hope & GloRilla,Killin' It Girl,"['J-Hope', 'GloRilla']",2,40.0,40.0,90.0,0,-50.0,1
J. Cole,1985 (Intro To The Fall Off),['J. Cole'],2,20.0,20.0,79.0,0,-59.0,1
J. Cole,95.south,['J. Cole'],3,8.0,8.0,94.0,0,-43.0,2
J. Cole,ATM,['J. Cole'],5,6.0,6.0,89.0,0,-20.75,4
J. Cole,Change,['J. Cole'],2,21.0,21.0,83.0,0,-62.0,1
J. Cole,Crocodile Tearz,['J. Cole'],2,19.0,19.0,90.0,0,-71.0,1
J. Cole,Deja Vu,['J. Cole'],20,7.0,7.0,100.0,0,-4.894736842105263,19
J. Cole,Foldin Clothes,['J. Cole'],2,30.0,30.0,98.0,0,-68.0,1
J. Cole,For Whom The Bell Tolls,['J. Cole'],2,23.0,23.0,93.0,0,-70.0,1
J. Cole,Huntin' Wabbitz,['J. Cole'],2,28.0,28.0,98.0,0,-70.0,1
J. Cole,Immortal,['J. Cole'],5,11.0,11.0,97.0,0,-21.5,4
J. Cole,KOD,['J. Cole'],12,10.0,10.0,84.0,0,-6.7272727272727275,11
J. Cole,Kevin's Heart,['J. Cole'],5,8.0,8.0,92.0,0,-21.0,4
J. Cole,Lion King On Ice,['J. Cole'],2,51.0,51.0,97.0,0,-46.0,1
J. Cole,Middle Child,['J. Cole'],27,4.0,26.0,49.0,1,-1.8,25
J. Cole,Motiv8,['J. Cole'],2,15.0,15.0,71.0,0,-56.0,1
J. Cole,Neighbors,['J. Cole'],6,13.0,13.0,84.0,0,-14.2,5
J. Cole,No Role Modelz,['J. Cole'],8,36.0,36.0,47.0,0,-1.5714285714285714,7
J. Cole,Photograph,['J. Cole'],2,14.0,14.0,80.0,0,-66.0,1
J. Cole,"She's Mine, Pt. 1",['J. Cole'],2,22.0,22.0,89.0,0,-67.0,1
J. Cole,Ville Mentality,['J. Cole'],2,24.0,24.0,90.0,0,-66.0,1
J. Cole,amari,['J. Cole'],3,5.0,5.0,65.0,0,-30.0,2
J. Cole,applying.pressure,['J. Cole'],2,13.0,13.0,72.0,0,-59.0,1
J. Cole,cLOUDs,['J. Cole'],2,69.0,69.0,77.0,0,-8.0,1
